prijmeni	jmeno	id	pspcr	wiki	personal
Smetana	Martin	id_0575	http://www.psp.cz/sqw/detail.sqw?o=2&id=327		
Smetana	Pavel	id_0576	http://www.psp.cz/sqw/detail.sqw?id=5886&o=5		
Smutný	Jan	id_0577	http://www.psp.cz/sqw/detail.sqw?id=5967&o=6		
Smýkal	Josef	id_0578	http://www.psp.cz/sqw/detail.sqw?id=5311&o=6		
Snítilý	Evžen	id_0579	http://www.psp.cz/sqw/detail.sqw?id=236&o=5		
Snopek	Václav	id_0580	https://www.psp.cz/sqw/detail.sqw?id=5502		
Sobotka	Bohuslav	id_0581	https://www.psp.cz/sqw/detail.sqw?id=237	https://cs.wikipedia.org/wiki/Bohuslav_Sobotka	http://www.bohuslavsobotka.cz/
Sobotka	Jan	id_0582	http://www.psp.cz/sqw/detail.sqw?id=6245&o=7		
Soukup	Zdeněk	id_0583	https://www.psp.cz/sqw/detail.sqw?id=6237		
Soušek	Miloslav	id_0584	http://www.psp.cz/sqw/detail.sqw?id=5503&o=5		
Staněk	Pavel	id_0585	http://www.psp.cz/sqw/detail.sqw?id=5968&o=6		
Stanjura	Zbyněk	id_0586	https://www.psp.cz/sqw/detail.sqw?id=5969	https://cs.wikipedia.org/wiki/Zbyn%C4%9Bk_Stanjura	https://www.facebook.com/ZbynekStanjura/
Starec	Martin	id_0587	http://www.psp.cz/sqw/detail.sqw?o=3&id=413		
Stránská	Zdeňka	id_0588	http://www.psp.cz/sqw/detail.sqw?o=3&id=414		
Stráský	Jan	id_0589	http://www.psp.cz/sqw/detail.sqw?id=152&o=2		
Strnad	František	id_0590	http://www.psp.cz/sqw/detail.sqw?id=5299&o=4		
Strnadlová	Miroslava	id_0591	https://www.psp.cz/sqw/detail.sqw?id=5999		
Stropnický	Martin	id_0592	https://www.psp.cz/sqw/detail.sqw?id=443	https://cs.wikipedia.org/wiki/Martin_Stropnick%C3%BD	https://www.facebook.com/martin.stropnicky.104
Stupčuk	Štěpán	id_0593	https://www.psp.cz/sqw/detail.sqw?id=6238		
Suchá	Jana	id_0594	http://www.psp.cz/sqw/detail.sqw?id=5970&o=6		
Suchánek	Pavel	id_0595	http://www.psp.cz/sqw/detail.sqw?id=415&o=6		
Suk	Lubomír	id_0596	http://www.psp.cz/sqw/detail.sqw?id=5278&o=5		
Sunkovský	Petr	id_0597	http://www.psp.cz/sqw/detail.sqw?id=5504&o=5		
Svoboda	Bohuslav	id_0598	https://www.psp.cz/sqw/detail.sqw?id=6007	https://cs.wikipedia.org/wiki/Bohuslav_Svoboda	https://www.facebook.com/bohuslav.svoboda/?ref=br_rs
Svoboda	Cyril	id_0599	http://www.psp.cz/sqw/detail.sqw?id=416&o=5	https://cs.wikipedia.org/wiki/Cyril_Svoboda	https://www.facebook.com/cyril.svoboda
Svoboda	Jan	id_0600	http://www.psp.cz/sqw/detail.sqw?id=418&o=3		
Svoboda	Miroslav	id_0601	http://www.psp.cz/sqw/detail.sqw?id=5255&o=5		
Svoboda	Pavel	id_0602	http://www.psp.cz/sqw/detail.sqw?id=417&o=3		
Svoboda	Pavel	id_0603	http://www.psp.cz/sqw/detail.sqw?o=6&id=5505		
Svoboda	Václav	id_0604	http://psp.cz/sqw/detail.sqw?id=238&o=2		
Svobodová	Alena	id_0605	http://www.psp.cz/sqw/detail.sqw?o=3&id=313		
Svoják	Igor	id_0606	http://www.psp.cz/sqw/detail.sqw?id=5971&o=6		
Syblík	Zdeněk	id_0607	https://www.psp.cz/sqw/detail.sqw?id=6284		
Sýkora	Antonín	id_0608	http://www.psp.cz/sqw/detail.sqw?id=5319&o=4		
Šafařík	Pavel	id_0609	http://www.psp.cz/sqw/detail.sqw?id=156&o=3		
Šánová	Zuzana	id_0610	https://www.psp.cz/sqw/detail.sqw?id=6288		
Šarapatka	Bořivoj	id_0611	http://www.psp.cz/sqw/detail.sqw?id=5972&o=6		
Šarapatka	Milan	id_0612	https://www.psp.cz/sqw/detail.sqw?id=6145		
Šedivá	Hana	id_0613	http://www.psp.cz/sqw/detail.sqw?id=5320&o=5		
Šedivá	Iva	id_0614	http://www.psp.cz/sqw/detail.sqw?o=4&id=5288		
Šeich	David	id_0615	http://www.psp.cz/sqw/detail.sqw?id=5301&o=6		
Šenfeld	Josef	id_0616	https://www.psp.cz/sqw/detail.sqw?id=5282		
Šidlo	Karel	id_0617	https://www.psp.cz/sqw/detail.sqw?id=5506		
Šimonovský	Milan	id_0618	http://www.psp.cz/sqw/detail.sqw?o=5&id=5326		
Šimůnek	Petr	id_0619	http://www.psp.cz/sqw/detail.sqw?id=314&s=1&o=2		
Šincl	Ladislav	id_0620	http://www.psp.cz/sqw/detail.sqw?id=5507&org=171		
Škárka	Jaroslav	id_0621	http://www.psp.cz/sqw/detail.sqw?id=5973&o=6	https://cs.wikipedia.org/wiki/Jaroslav_%C5%A0k%C3%A1rka	
Škopík	Jan	id_0622	http://www.psp.cz/sqw/detail.sqw?id=5315&o=4		
Škorpilová	Hana	id_0623	http://www.psp.cz/sqw/detail.sqw?id=315&s=1&o=2		
Škromach	Zdeněk	id_0624	http://www.psp.cz/sqw/detail.sqw?id=239&o=6	https://cs.wikipedia.org/wiki/Zden%C4%9Bk_%C5%A0kromach	https://www.facebook.com/zdenek.skromach
Šlajs	Václav	id_0625	http://www.psp.cz/sqw/detail.sqw?id=5508&o=6		
Šlégr	Jiří	id_0626	http://www.psp.cz/sqw/detail.sqw?id=5974&o=6	https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_%C5%A0l%C3%A9gr	
Šmíd	Milan	id_0627	http://www.psp.cz/sqw/detail.sqw?o=5&id=5509		
Šmucr	Rudolf	id_0628	http://www.psp.cz/sqw/detail.sqw?o=2&id=328		
Šnajdauf	František	id_0629	http://www.psp.cz/sqw/detail.sqw?id=342&o=2		
Šnajdr	Marek	id_0630	http://www.psp.cz/sqw/detail.sqw?id=5437&o=6	https://cs.wikipedia.org/wiki/Marek_%C5%A0najdr	
Šojdrová	Michaela	id_0631	http://www.psp.cz/sqw/detail.sqw?id=301&o=5		
Šoltys	Vladimír	id_0632	http://www.psp.cz/sqw/detail.sqw?id=5510&o=5		
Španbauer	František	id_0633	http://www.psp.cz/sqw/detail.sqw?id=240&o=3		
Špidla	Vladimír	id_0634	http://www.psp.cz/sqw/detail.sqw?id=241&o=4	https://cs.wikipedia.org/wiki/Vladim%C3%ADr_%C5%A0pidla	https://twitter.com/vladimir_spidla
Špika	Jan	id_0635	http://www.psp.cz/sqw/detail.sqw?id=5511&o=5		
Šplíchal	Karel	id_0636	http://www.psp.cz/sqw/detail.sqw?id=419&o=5		
Šrámek	Pavel	id_0637	https://www.psp.cz/sqw/detail.sqw?id=6144		
Šťastný	Boris	id_0638	http://www.psp.cz/sqw/detail.sqw?id=5512&o=6		
Štěpová	Vlasta	id_0639	https://www.psp.cz/sqw/detail.sqw?o=3&id=242		
Štětina	Jiří	id_0640	https://www.psp.cz/sqw/detail.sqw?id=5975		
Šťovíček	Milan	id_0641	http://www.psp.cz/sqw/detail.sqw?id=5976&o=6		
Štrait	Jaroslav	id_0642	http://www.psp.cz/sqw/detail.sqw?id=162&o=3		
Šulák	Petr	id_0643	http://psp.cz/sqw/text/detail.sqw?id=243&o=4		
Šulc	Jiří	id_0644	http://www.psp.cz/sqw/detail.sqw?o=6&id=5859		
Šustr	Ladislav	id_0645	http://www.psp.cz/sqw/detail.sqw?o=5&id=420		
Švarcbek	Josef	id_0646	http://www.psp.cz/sqw/detail.sqw?id=5380&o=4		
Švrček	Zdeněk	id_0647	http://www.psp.cz/sqw/detail.sqw?o=3&id=278		
Talíř	Jaromír	id_0648	http://www.psp.cz/sqw/detail.sqw?id=302&o=4		
Talmanová	Lucie	id_0649	http://www.psp.cz/sqw/detail.sqw?id=421&o=5		
Tancoš	Josef	id_0650	http://www.psp.cz/sqw/detail.sqw?id=5977&o=6		
Tejc	Jeroným	id_0651	https://www.psp.cz/sqw/detail.sqw?id=5513	https://cs.wikipedia.org/wiki/Jeron%C3%BDm_Tejc	https://twitter.com/JTejc?lang=cs
Teplík	Tomáš	id_0652	http://www.psp.cz/sqw/detail.sqw?o=4&id=244		
Tesařík	Martin	id_0653	http://www.psp.cz/sqw/detail.sqw?id=5514&o=5&s=1		
Tešnar	Dušan	id_0654	http://www.psp.cz/sqw/detail.sqw?id=245&o=3		
Titz	Miloš	id_0655	http://www.psp.cz/sqw/detail.sqw?o=4&id=246		
Tluchoř	Petr	id_0656	http://www.psp.cz/sqw/detail.sqw?o=6&id=5376	https://cs.wikipedia.org/wiki/Petr_Tlucho%C5%99	http://www.tluchor.cz/
Tlustý	Vlastimil	id_0657	http://psp.cz/sqw/detail.sqw?id=164&o=5	https://cs.wikipedia.org/wiki/Vlastimil_Tlust%C3%BD	
Tollner	Pavel	id_0658	http://www.psp.cz/sqw/detail.sqw?id=165&o=3		
Tomíček	Rudolf	id_0659	http://www.psp.cz/sqw/detail.sqw?id=247&o=4		
Topolánek	Mirek	id_0660	http://www.psp.cz/sqw/detail.sqw?o=5&id=5515	https://cs.wikipedia.org/wiki/Mirek_Topol%C3%A1nek	https://twitter.com/MirekTopolanek?lang=cs
Toufar	Lubomír	id_0661	https://www.psp.cz/sqw/detail.sqw?id=6239		
Třebický	Jan	id_0662	http://www.psp.cz/sqw/detail.sqw?id=170&o=2&s=1		
Třešňák	Jiří	id_0663	http://www.psp.cz/sqw/detail.sqw?id=5266&o=4		
Tureček	Karel	id_0664	https://www.psp.cz/sqw/detail.sqw?id=6240		
Turek	Radim	id_0665	http://www.psp.cz/sqw/detail.sqw?o=4&id=248		
Tvrdík	Jaroslav	id_0666	http://www.psp.cz/sqw/detail.sqw?id=5217&o=4	https://cs.wikipedia.org/wiki/Jaroslav_Tvrd%C3%ADk	
Tyl	Miroslav	id_0667	http://www.psp.cz/sqw/detail.sqw?id=279&o=2		
Uhde	Milan	id_0668	http://psp.cz/sqw/detail.sqw?id=171&o=2	https://cs.wikipedia.org/wiki/Milan_Uhde	
Uhlík	Josef	id_0669	https://www.psp.cz/sqw/detail.sqw?id=6170		
Úlehla	Tomáš	id_0670	http://www.psp.cz/sqw/detail.sqw?id=5516&o=6		
Ullmann	Josef	id_0671	http://www.psp.cz/sqw/detail.sqw?o=2&id=172		
Urban	Milan	id_0672	https://www.psp.cz/sqw/detail.sqw?id=422		
Urban	Ladislav	id_0673	http://www.psp.cz/sqw/detail.sqw?id=5275&o=4		
Vacek	Martin	id_0674	http://www.psp.cz/sqw/detail.sqw?o=6&id=5978		
Vacek	Miroslav	id_0675	http://www.psp.cz/sqw/detail.sqw?id=316&o=2		
Václavek	Jiří	id_0676	http://www.psp.cz/sqw/detail.sqw?id=249&o=4		
Váhalová	Dana	id_0677	https://www.psp.cz/sqw/detail.sqw?id=5979		
Vácha	František	id_0678	https://www.psp.cz/sqw/detail.sqw?id=6137		
Valenta	Jiří	id_0679	https://www.psp.cz/sqw/detail.sqw?id=6169		
Válková	Helena	id_0680	https://www.psp.cz/sqw/detail.sqw?id=6168		
Valouch	Jindřich	id_0681	http://www.psp.cz/sqw/detail.sqw?id=5517&o=5		
Váňa	Miroslav	id_0682	http://www.psp.cz/sqw/detail.sqw?id=5292&o=5		
Váňa	Roman	id_0683	https://www.psp.cz/sqw/detail.sqw?id=5980		
Vandas	Jaroslav	id_0684	http://www.psp.cz/sqw/detail.sqw?id=5981&o=6		
Vanoušek	Pavel	id_0685	http://www.psp.cz/sqw/detail.sqw?id=5519&o=5		
Vávra	Eduard	id_0686	http://www.psp.cz/sqw/detail.sqw?id=423&o=4		
Vejvoda	Josef	id_0687	http://www.psp.cz/sqw/detail.sqw?id=424&o=3		
Velebný	Ladislav	id_0688	https://www.psp.cz/sqw/detail.sqw?id=5866	https://cs.wikipedia.org/wiki/Ladislav_Velebn%C3%BD	https://twitter.com/ladislavvelebny
Vidím	Jan	id_0689	http://www.psp.cz/sqw/detail.sqw?id=280&o=6		
Vícha	Josef	id_0690	http://www.psp.cz/sqw/detail.sqw?id=5324&o=4		
Vik	Jan	id_0691	http://www.psp.cz/sqw/detail.sqw?id=180&o=2		
Vilímec	Vladislav	id_0692	https://www.psp.cz/sqw/detail.sqw?id=5520		
Vlach	Jiří	id_0694	http://www.psp.cz/sqw/detail.sqw?id=181&o=3		
Vlček	Miloslav	id_0695	http://www.psp.cz/sqw/detail.sqw?id=250&o=5		
Vlčková	Miroslava	id_0696	http://www.psp.cz/sqw/detail.sqw?id=425&o=4		
Vnouček	František	id_0697	http://www.psp.cz/sqw/detail.sqw?id=426&o=3		
Vodička	Jindřich	id_0698	http://www.psp.cz/sqw/detail.sqw?id=281&o=2		
Vodrážka	David	id_0699	http://www.psp.cz/sqw/detail.sqw?id=5982&o=6		
Vojíř	Oldřich	id_0700	http://www.psp.cz/sqw/detail.sqw?id=282&o=5		
Vojtilová	Jitka	id_0701	http://www.psp.cz/sqw/detail.sqw?id=5284&o=5		
Vokáč	Robert	id_0702	http://www.psp.cz/sqw/detail.sqw?id=5357&o=4		
Volák	Stanislav	id_0703	http://www.psp.cz/sqw/detail.sqw?id=185&o=3		
Volčík	Pavel	id_0704	https://www.psp.cz/sqw/detail.sqw?id=6167		
Volfová	Jana	id_0705	http://www.psp.cz/sqw/detail.sqw?id=427&o=3	https://cs.wikipedia.org/wiki/Jana_Volfov%C3%A1	
Volný	Jan	id_0706	https://www.psp.cz/sqw/detail.sqw?id=6166		
Vomáčko	Ladislav	id_0707	http://www.psp.cz/sqw/detail.sqw?id=5388&o=5		
Vondráček	Radek	id_0708	https://www.psp.cz/sqw/detail.sqw?id=6165	https://cs.wikipedia.org/wiki/Radek_Vondr%C3%A1%C4%8Dek	https://twitter.com/vondraczech?lang=cs
Vondrášek	Josef	id_0709	https://www.psp.cz/sqw/detail.sqw?id=6164		
Vondruška	Josef	id_0710	http://www.psp.cz/sqw/detail.sqw?id=4527&o=5		
Vostrá	Miloslava	id_0711	https://www.psp.cz/sqw/detail.sqw?id=5268		
Votava	Václav	id_0712	https://www.psp.cz/sqw/detail.sqw?id=5272		
Vozdecký	Josef	id_0713	http://www.psp.cz/sqw/detail.sqw?id=6163&org=171		
Vozka	Vlastimil	id_0714	https://www.psp.cz/sqw/detail.sqw?id=6162		
Vrbík	Tomáš	id_0715	http://www.psp.cz/sqw/detail.sqw?id=5365&o=4		
Vrcha	Oldřich	id_0716	http://www.psp.cz/sqw/detail.sqw?id=329&o=2		
Vrzal	Ivan	id_0717	http://www.psp.cz/sqw/detail.sqw?id=190&o=2		
Vrzáň	Petr	id_0718	http://www.psp.cz/sqw/detail.sqw?o=2&id=330		
Výborný	Miloslav	id_0719	http://www.psp.cz/sqw/detail.sqw?id=193&o=4		
Vykydal	Ivo	id_0720	http://www.psp.cz/sqw/detail.sqw?id=5309&o=4		
Vymětal	Karel	id_0721	http://www.psp.cz/sqw/detail.sqw?o=4&id=317		
Vymětal	Vojtěch	id_0722	http://www.psp.cz/sqw/detail.sqw?id=428&o=3		
Vysloužil	Radim	id_0723	http://www.psp.cz/sqw/detail.sqw?o=6&id=5983		
Vyzula	Rostislav	id_0724	https://www.psp.cz/sqw/detail.sqw?id=6161		
Wagner	Jozef	id_0725	http://www.psp.cz/sqw/detail.sqw?id=194&o=2		
Weberová	Ivana	id_0726	http://www.psp.cz/sqw/detail.sqw?id=5984&o=6		
Wenigerová	Jaroslava	id_0727	http://www.psp.cz/sqw/detail.sqw?o=6&id=5985		
Wernerová	Markéta	id_0728	https://www.psp.cz/sqw/detail.sqw?id=6160		
Witoszová	Renáta	id_0729	http://www.psp.cz/sqw/detail.sqw?o=6&id=5986		
Wolf	Petr	id_0730	http://www.psp.cz/sqw/detail.sqw?o=5&id=5521		
Zahradil	Jan	id_0731	http://www.psp.cz/sqw/detail.sqw?id=429&o=4	https://cs.wikipedia.org/wiki/Jan_Zahradil	https://twitter.com/ZahradilJan?lang=cs
Zahradníček	Josef	id_0732	https://www.psp.cz/sqw/detail.sqw?id=6159		
Zahradník	Jan	id_0733	https://www.psp.cz/sqw/detail.sqw?id=5844		
Zachardová	Jindřiška	id_0734	http://www.psp.cz/sqw/detail.sqw?o=2&id=251		
Zajíc	Petr	id_0735	http://www.psp.cz/sqw/detail.sqw?id=331&o=2		
Zajícová	Blanka	id_0736	http://www.psp.cz/sqw/detail.sqw?id=332&o=2		
Zajíček	Tom	id_0737	http://www.psp.cz/sqw/detail.sqw?id=430&o=5		
Zajíček	Zdeněk	id_0738	http://www.psp.cz/sqw/detail.sqw?id=283&o=2		
Zaorálek	Lubomír	id_0739	https://www.psp.cz/sqw/detail.sqw?id=252	https://cs.wikipedia.org/wiki/Lubom%C3%ADr_Zaor%C3%A1lek	https://www.facebook.com/lubomir.zaoralek/
Zapletal	Cyril	id_0740	http://www.psp.cz/sqw/detail.sqw?id=5415&o=6		
Záruba	Bohuslav	id_0741	http://www.psp.cz/sqw/detail.sqw?id=431&o=4		
Zavadil	Jaroslav	id_0742	https://www.psp.cz/sqw/detail.sqw?id=6157		
Zelenková	Ladislava	id_0743	http://www.psp.cz/sqw/detail.sqw?id=5522&o=5		
Zelienková	Kristýna	id_0744	https://www.psp.cz/sqw/detail.sqw?id=6156	https://cs.wikipedia.org/wiki/Krist%C3%BDna_Zelienkov%C3%A1	https://www.facebook.com/kristyn.zelienkova
Zeman	Eduard	id_0745	http://www.psp.cz/sqw/detail.sqw?id=196&o=4		
Zeman	Miloš	id_0746	http://www.psp.cz/sqw/detail.sqw?o=3&id=253	https://cs.wikipedia.org/wiki/Milo%C5%A1_Zeman	https://www.facebook.com/prezidentcr/
Zemánek	Jiří	id_0747	https://www.psp.cz/sqw/detail.sqw?id=5987		
Zemek	Václav	id_0748	https://www.psp.cz/sqw/detail.sqw?id=5989		
Zemina	Ondřej	id_0749	http://www.psp.cz/sqw/detail.sqw?id=197&o=2		
Zgarba	Petr	id_0750	http://psp.cz/sqw/text/detail.sqw?id=5294&o=6		
Zieleniec	Josef	id_0751	http://www.psp.cz/sqw/detail.sqw?id=284&o=2&s=1		
Zima	Anton	id_0752	http://www.psp.cz/sqw/detail.sqw?id=198&o=2		
Zimola	Jiří	id_0753	http://www.psp.cz/sqw/detail.sqw?id=6155&o=7	https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Zimola	https://www.facebook.com/zimolajiri/
Zlatuška	Jiří	id_0754	https://www.psp.cz/sqw/detail.sqw?id=5718	https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Zlatu%C5%A1ka	https://www.facebook.com/j.zlatuska?fref=nf
Zralý	Antonín	id_0755	http://www.psp.cz/sqw/detail.sqw?o=4&id=5304		
Zubová	Olga	id_0756	http://www.psp.cz/sqw/detail.sqw?o=5&id=5523		
Zuna	Milan	id_0757	http://www.psp.cz/sqw/detail.sqw?id=432&o=3		
Zvěřina	Jaroslav	id_0758	http://www.psp.cz/sqw/detail.sqw?id=285&o=4		
Ženíšek	Marek	id_0759	https://www.psp.cz/sqw/detail.sqw?id=6154	https://cs.wikipedia.org/wiki/Marek_%C5%BDen%C3%AD%C5%A1ek	https://twitter.com/zenisek_m?lang=cs
Žižka	Jan	id_0760	http://www.psp.cz/sqw/detail.sqw?id=254&o=3		
Jelonková 	Barbora	id_0761	https://www.psp.cz/sqw/detail.sqw?id=6425		
Skopeček	Jan	id_0763	https://www.psp.cz/sqw/detail.sqw?id=6418		
Valhoda	Václav	id_0764	https://www.psp.cz/sqw/detail.sqw?id=6424		
